text	split	label
مهر ماه ملی هفته کاهش اثرات بلایای طبیعی گرامی نظر رسد توجه حکمرانی فناوری نوین هوشمند دیجیتال عمومیت تلفن همراه ساعت هوشمند نمونه مشابه انرا عملی مدیریت_ریسک مدیریت_بحران	train	ecology
روزا لحظاتمون غروب جمعه درمان دردها شمایید اللهم_عجل_لولیک_الفرج شهید_علی_اکبر_رنجبر	train	religion
بریم استقبال اثبات قضیه تکالیف دانشگاه	train	education
بیتکوین تلاش شکست دلار موفق تست اتفاق منفی بالاخره‌ی فاندینگ ریت بیتکوین همپوشانی	train	tech
علایم شایع امیکرون اب‌ریزش بینی گلودرد سوزش گلو گرفتگی خشونت صدا خشکی گلو خاک پاشیدند برهوته گرفتگی بینی علایم اغازین مشابه علایم سرماخوردگی نادیده قرنطینه همون ابتدا اجرا نمیشه علت موج عظیم ابتلا سیستم درمانی	train	health
استراتژی معاملاتی شاخص فارکس اموزش_رایگان_فارکس	train	economics
گفته_شد حادثه‌ هواپیما‌ی_اوکراینی خطای_انسانی حاصل پرپر جان نازنین بدانید نحوه‌ی مدیریت اقتصادی‌تان خطای انسانی‌ست تورم فقر بی‌حد حصری تحمیل می‌کند حاصل تورم فقر طلاق بزهکاری تلفات انسانی‌	train	economics
وقت یادش افتادی اسمشو شنیدی براش دعا یا_اباصالح_المهدی_الدرکنی اللهم_عجل_لولیک_الفرج	train	religion
پیشنهاد باشگاه پرسپولیس هروقت مصدوم داشتین بازیکنا خسته تیم ملی بگین کرونا بازی درخواست لغو میکنن صحت سنجی میکنن موقع میتونین بگین	train	sport
قیمتها شوخیه مگه ؟! رهن ؟؟!!! رییسی بفرستین حقوقهای چک گرانی	train	economics
بازیکن قانونی گل گهر اورده استقلال سپاهان پیکان پایمال فدراسیون سرپرست پرسپولیس جلسه میزاره فدراسیون_ابی	train	sport
یمن برنامه‌ها دارن بتونه یمن کنترل تنگه باب‌المندب جزیره پریم میون کنترل ترانزیت درصد نفت جهان محموله‌هایی چین هند می‌خواد مدیترانه اروپا برسه تنگه باب‌المندبه	train	economics
واکسن ندادند فشار قرار برجام قبول دکتر_عین‌_اللهی وزیر بهداشت فشار قرار کارها برجام اف‌ای‌تی‌اف قبول	train	health
جالبه میگن دلیل ریزش طلا فدرال رزرو فاندانتال دنبال نمیکنم بگم ؟؟ فاندا نگه میدارن چارت میخواد حرکت فاند میکنن ترید فارکس	train	economics
سال ژانویه بیتکوین رشد بیتکوین	train	tech
عروس همسایمون ساله همسن باهم حرف میزدیم مادرشوهرش کتک زیادی خورده_بود تعریف کردگفت همه‌ی لباسهارو شستم روبند انداختم خشک شن نمیدونستم لباس بندازم شلوارهای زنانه کتکم زد مادرم فحش زد گریه مادرش فوت کرده_بود کودک_همسری	train	social
بیتکوین بیت_کوین کانال نزولی پایینه ببینیم	train	tech
دلقک‌های جیره ضد ایرانی هرچقدر تلاش ورزش ایران تحریم مانع فعالیت‌های زنان ایرانی جوامع المللی بشن موفق نشدن خبر خانم گلاره_ناظمی گزینه‌های داوران زن دنیا ایران حجاب	train	social
عقل جن نمیرسه سکه‌های اهدایی هوادار هزاردلار بفروشی دلارها بعنوان دستمزد بازیکن خارجی باشگاه بدی بستانکار سرنخ پوله گم بشه اب اسیاب افتاد بزنی گوشش نبوغ اختلاس اخه پرسپولیس	train	sport
حمال عیب خویشتنیم طعنه عیب زنیم ؟؟ سعدی	train	art
ادامه تجمعات اعتراضی شنبه مهرماه شمار معلمان فرهنگیان شاغل بازنشسته شهرهای یاسوج کوهدشت سنندج ایذه بهبهان کازرون تربت حیدریه ساختمان اموزش پرورش شهرهای تجمع اعتراضی برپا اعتراضات_سراسری	train	education
عصاره گوشت مرغ ایپک محصولی گروه صنعتی پامین پامین ایپک اشپزی عصاره	train	lifestyle
دلار گرون بورس میریزه دلار ارزون بورس میریزه توافق بورس میریزه نمیشه بورس میریزه نفت دلار بورس میریزه نفت مفت بورس میریزه رییسی میره موسکو بورس میریزه موسکو میاد بورس میریزه اوضاع خیطه	train	economics
معرفی روغن ماساژ معجزه اسا خواص ماساژ درمانی گل _و_گیاه اشپزی گل_من_و_تو	train	lifestyle
قشنگترین حس زمانیه اتفاق برات میفته مطمینی اتفاق هدیه خدا ازادما زندگیمون وسط روزایی فکرشو نمیکردیم خدا	train	religion
هروقت مخالف اصلاح_طلبها کار قیمت نفت میره	train	economics
کافی میکس شکلاتی ماگوش ماگوش کافیمیکس شکلاتی قهوه ایران ماکو	train	lifestyle
طرز تهیه خمیر سیر علاقه مند خمیر سیر زنجبیل غذا اشپزی رسپی سایت_اشپزی	train	lifestyle
سرد زمستان سفیدی برف دلخوشند دلخوشم دلگرمی سرد زمستانی السلام علیک بقیه الله فی ارضه اللهم_عجل_لولیک_الفرج	train	religion
نمی‌گید هرکی خفه می‌شه جمع بره !!! هوا کثیفه الودگی_هوا	train	ecology
ست پاپیون پوشت ممنون لطفتون بزرگوار پاپیون_پروانه_و_دوستان پاپیون_پروانه پاپیون پوشت ست پاپیون_پوشت دستمال_جیب رنگ ابی اکسسوری نقرهای سفید عروسی دامادی ساقدوش استایل مردونه	train	lifestyle
دیدم خیلیا مشکل پینگ دارن بازی تجربه میگم فیلتر شکن خاموش برید بازی دقیقه پینگ میاد پایین فلتر شکن روشن پلی کنین پینگ میره کارو تکرار پینگ تتان گیم	train	tech
روزرسانی قیمت دلار سبزه تومان دلار هرات تومان یورو تومان پوند تومان	train	economics
برکت شماها ازن جدایی ناپذیر زندگی شده_است الودگی_هوا	train	ecology
ناوگان اسنپ جداکننده فضای راننده مسافر مجهز	train	transport
حذف استقلال اسیا دستاویزی نشود کادر فنی تیم نتیجه احتمالی متوسل	train	sport
جک دورسی دلار میگیره وقت ارزش بیتکوین سنجیده	train	tech
خوبی‌های فقر جوانان متاهل خوردن شام نهار خانه پدر مادر صرفه‌جویی معاش میدهد فقر موجب توجه مجدد حمایت خانواده‌ها شده_است	train	social
موسیقی زبان جهانیه نژاد ملیت هارو میاره نیازی ترجمه نداره حرفی الت موسیقی بردارید شروع نواختن میتونید دنیا صحبت دونات السلام	train	art
فرهاد مجیدی نشست خبری دیدار استقلال پدیده مشهد اظهار لیست مازادی نیم فصل میخواهیم تصمیم تمرکزمان بازی‌های باقی مانده_است نیم فصل تصمیم می‌گیریم بازیکنانی جذب بازیکنی جمع	train	sport
برف سفیدی سرنوشت سیاه فقیران کابل نشست بیکاری سو گرانی مواد اولیه زندگی افغانستان دشوار کرده_است کلپ کوتاه مجیب الله دستیار برف فقر بیکاری گرسنگی	train	social
